period,lat,lon,parking
4,37.503183,126.915297,5.5
5,37.503183,126.915297,5
6,37.503183,126.915297,4.5
7,37.503183,126.915297,4
8,37.503183,126.915297,3.5
9,37.503183,126.915297,3
10,37.503183,126.915297,2.5
11,37.503183,126.915297,2
12,37.503183,126.915297,1.5
13,37.503183,126.915297,1
14,37.503183,126.915297,0.5
15,37.503183,126.915297,0
16,37.513538,126.9058435,0
17,37.525193,126.89631,10
18,37.525193,126.89631,9.5
19,37.525193,126.89631,9
20,37.525193,126.89631,8.5
21,37.525193,126.89631,8
22,37.525193,126.89631,7.5
23,37.525193,126.89631,7
24,37.525193,126.89631,6.5
25,37.525193,126.89631,6
26,37.525193,126.89631,5.5
27,37.525193,126.89631,5
28,37.525193,126.89631,4.5
29,37.525193,126.89631,4
30,37.525193,126.89631,3.5
31,37.525193,126.89631,3
32,37.525193,126.89631,2.5
33,37.525193,126.89631,2
34,37.525193,126.89631,1.5
35,37.525193,126.89631,1
36,37.525193,126.89631,0.5
37,37.525193,126.89631,0
38,37.512938,126.9058935,0
39,37.502083,126.915237,0.5
40,37.502083,126.915237,0
41,37.487865,126.90058,0
42,37.502083,126.915237,5
43,37.502083,126.915237,4.5
44,37.502083,126.915237,4
45,37.502083,126.915237,3.5
46,37.502083,126.915237,3
47,37.502083,126.915237,2.5
48,37.502083,126.915237,2
1,37.502083,126.915237,1.5
2,37.502083,126.915237,1
3,37.502083,126.915237,0.5
4,37.502083,126.915237,0
5,37.541125,126.898219,0
6,37.515288,126.910475,0
7,37.533823,126.917638,0
8,37.502083,126.915237,3.5
9,37.502083,126.915237,3
10,37.502083,126.915237,2.5
11,37.502083,126.915237,2
12,37.502083,126.915237,1.5
13,37.502083,126.915237,1
14,37.502083,126.915237,0.5
15,37.502083,126.915237,0
16,37.514538,126.9058435,0
17,37.524793,126.89647,10
18,37.524793,126.89647,9.5
19,37.524793,126.89647,9
20,37.524793,126.89647,8.5
21,37.524793,126.89647,8
22,37.524793,126.89647,7.5
23,37.524793,126.89647,7
24,37.524793,126.89647,6.5
25,37.524793,126.89647,6
26,37.524793,126.89647,5.5
27,37.524793,126.89647,5
28,37.524793,126.89647,4.5
29,37.524793,126.89647,4
30,37.524793,126.89647,3.5
31,37.524793,126.89647,3
32,37.524793,126.89647,2.5
33,37.524793,126.89647,2
34,37.524793,126.89647,1.5
35,37.524793,126.89647,1
36,37.524793,126.89647,0.5
37,37.524793,126.89647,0
38,37.514638,126.9058735,0
39,37.503483,126.915337,8.5
40,37.503483,126.915337,8
41,37.503483,126.915337,7.5
42,37.503483,126.915337,7
43,37.503483,126.915337,6.5
44,37.503483,126.915337,6
45,37.503483,126.915337,5.5
46,37.503483,126.915337,5
47,37.503483,126.915337,4.5
48,37.503483,126.915337,4
1,37.503483,126.915337,3.5
2,37.503483,126.915337,3
3,37.503483,126.915337,2.5
4,37.503483,126.915337,2
5,37.503483,126.915337,1.5
6,37.503483,126.915337,1
7,37.503483,126.915337,0.5
8,37.503483,126.915337,0
9,37.5255,126.886289,0
10,37.503483,126.915337,2.5
11,37.503483,126.915337,2
12,37.503483,126.915337,1.5
13,37.503483,126.915337,1
14,37.503483,126.915337,0.5
15,37.503483,126.915337,0
16,37.514938,126.9058835,0
17,37.525493,126.89628,10
18,37.525493,126.89628,9.5
19,37.525493,126.89628,9
20,37.525493,126.89628,8.5
21,37.525493,126.89628,8
22,37.525493,126.89628,7.5
23,37.525493,126.89628,7
24,37.525493,126.89628,6.5
25,37.525493,126.89628,6
26,37.525493,126.89628,5.5
27,37.525493,126.89628,5
28,37.525493,126.89628,4.5
29,37.525493,126.89628,4
30,37.525493,126.89628,3.5
31,37.525493,126.89628,3
32,37.525493,126.89628,2.5
33,37.525493,126.89628,2
34,37.525493,126.89628,1.5
35,37.525493,126.89628,1
36,37.525493,126.89628,0.5
37,37.525493,126.89628,0
38,37.514238,126.9057435,0
39,37.502183,126.915297,12
40,37.502183,126.915297,11.5
41,37.502183,126.915297,11
42,37.502183,126.915297,10.5
43,37.502183,126.915297,10
44,37.502183,126.915297,9.5
45,37.502183,126.915297,9
46,37.502183,126.915297,8.5
47,37.502183,126.915297,8
48,37.502183,126.915297,7.5
1,37.502183,126.915297,7
2,37.502183,126.915297,6.5
3,37.502183,126.915297,6
4,37.502183,126.915297,5.5
5,37.502183,126.915297,5
6,37.502183,126.915297,4.5
7,37.502183,126.915297,4
8,37.502183,126.915297,3.5
9,37.502183,126.915297,3
10,37.502183,126.915297,2.5
11,37.502183,126.915297,2
12,37.502183,126.915297,1.5
13,37.502183,126.915297,1
14,37.502183,126.915297,0.5
15,37.502183,126.915297,0
16,37.514738,126.9058235,0
17,37.524293,126.89642,2
18,37.524293,126.89642,1.5
19,37.524293,126.89642,1
20,37.524293,126.89642,0.5
21,37.524293,126.89642,0
22,37.538322,126.892554,0
23,37.515288,126.910475,0
24,37.5255,126.886289,0
25,37.513063,126.926114,0
26,37.524293,126.89642,5.5
27,37.524293,126.89642,5
28,37.524293,126.89642,4.5
29,37.524293,126.89642,4
30,37.524293,126.89642,3.5
31,37.524293,126.89642,3
32,37.524293,126.89642,2.5
33,37.524293,126.89642,2
34,37.524293,126.89642,1.5
35,37.524293,126.89642,1
36,37.524293,126.89642,0.5
37,37.524293,126.89642,0
38,37.514438,126.9058735,0
39,37.502483,126.915217,9.5
40,37.502483,126.915217,9
41,37.502483,126.915217,8.5
42,37.502483,126.915217,8
43,37.502483,126.915217,7.5
44,37.502483,126.915217,7
45,37.502483,126.915217,6.5
46,37.502483,126.915217,6
47,37.502483,126.915217,5.5
48,37.502483,126.915217,5
1,37.502483,126.915217,4.5
2,37.502483,126.915217,4
3,37.502483,126.915217,3.5
4,37.502483,126.915217,3
5,37.502483,126.915217,2.5
6,37.502483,126.915217,2
7,37.502483,126.915217,1.5
8,37.502483,126.915217,1
9,37.502483,126.915217,0.5
10,37.502483,126.915217,0
11,37.533885,126.90191,0
12,37.502483,126.915217,1.5
13,37.502483,126.915217,1
14,37.502483,126.915217,0.5
15,37.502483,126.915217,0
16,37.513938,126.9057635,0
17,37.524393,126.89645,1
18,37.524393,126.89645,0.5
19,37.524393,126.89645,0
20,37.524092,126.895859,0
21,37.49985,126.898155,0
22,37.524393,126.89645,1
23,37.524393,126.89645,0.5
24,37.524393,126.89645,0
25,37.499791,126.919634,0
26,37.524393,126.89645,5.5
27,37.524393,126.89645,5
28,37.524393,126.89645,4.5
29,37.524393,126.89645,4
30,37.524393,126.89645,3.5
31,37.524393,126.89645,3
32,37.524393,126.89645,2.5
33,37.524393,126.89645,2
34,37.524393,126.89645,1.5
35,37.524393,126.89645,1
36,37.524393,126.89645,0.5
37,37.524393,126.89645,0
38,37.514638,126.9058235,0
39,37.502183,126.915287,12
40,37.502183,126.915287,11.5
41,37.502183,126.915287,11
42,37.502183,126.915287,10.5
43,37.502183,126.915287,10
44,37.502183,126.915287,9.5
45,37.502183,126.915287,9
46,37.502183,126.915287,8.5
47,37.502183,126.915287,8
48,37.502183,126.915287,7.5
1,37.502183,126.915287,7
2,37.502183,126.915287,6.5
3,37.502183,126.915287,6
4,37.502183,126.915287,5.5
5,37.502183,126.915287,5
6,37.502183,126.915287,4.5
7,37.502183,126.915287,4
8,37.502183,126.915287,3.5
9,37.502183,126.915287,3
10,37.502183,126.915287,2.5
11,37.502183,126.915287,2
12,37.502183,126.915287,1.5
13,37.502183,126.915287,1
14,37.502183,126.915287,0.5
15,37.502183,126.915287,0
16,37.512938,126.9057035,0
17,37.525593,126.89647,10
18,37.525593,126.89647,9.5
19,37.525593,126.89647,9
20,37.525593,126.89647,8.5
21,37.525593,126.89647,8
22,37.525593,126.89647,7.5
23,37.525593,126.89647,7
24,37.525593,126.89647,6.5
25,37.525593,126.89647,6
26,37.525593,126.89647,5.5
27,37.525593,126.89647,5
28,37.525593,126.89647,4.5
29,37.525593,126.89647,4
30,37.525593,126.89647,3.5
31,37.525593,126.89647,3
32,37.525593,126.89647,2.5
33,37.525593,126.89647,2
34,37.525593,126.89647,1.5
35,37.525593,126.89647,1
36,37.525593,126.89647,0.5
37,37.525593,126.89647,0
38,37.513338,126.9057735,0
39,37.501983,126.915267,11
40,37.501983,126.915267,10.5
41,37.501983,126.915267,10
42,37.501983,126.915267,9.5
43,37.501983,126.915267,9
44,37.501983,126.915267,8.5
45,37.501983,126.915267,8
46,37.501983,126.915267,7.5
47,37.501983,126.915267,7
48,37.501983,126.915267,6.5
1,37.501983,126.915267,6
2,37.501983,126.915267,5.5
3,37.501983,126.915267,5
4,37.501983,126.915267,4.5
5,37.501983,126.915267,4
6,37.501983,126.915267,3.5
7,37.501983,126.915267,3
8,37.501983,126.915267,2.5
9,37.501983,126.915267,2
10,37.501983,126.915267,1.5
11,37.501983,126.915267,1
12,37.501983,126.915267,0.5
13,37.501983,126.915267,0
14,37.504991,126.897275,0
15,37.501983,126.915267,0
16,37.514338,126.9058635,0
17,37.525593,126.89631,9
18,37.525593,126.89631,8.5
19,37.525593,126.89631,8
20,37.525593,126.89631,7.5
21,37.525593,126.89631,7
22,37.525593,126.89631,6.5
23,37.525593,126.89631,6
24,37.525593,126.89631,5.5
25,37.525593,126.89631,5
26,37.525593,126.89631,4.5
27,37.525593,126.89631,4
28,37.525593,126.89631,3.5
29,37.525593,126.89631,3
30,37.525593,126.89631,2.5
31,37.525593,126.89631,2
32,37.525593,126.89631,1.5
33,37.525593,126.89631,1
34,37.525593,126.89631,0.5
35,37.525593,126.89631,0
36,37.522594,126.905258,0
37,37.528993,126.916888,0
38,37.514938,126.9058035,0
39,37.502483,126.915277,12
40,37.502483,126.915277,11.5
41,37.502483,126.915277,11
42,37.502483,126.915277,10.5
43,37.502483,126.915277,10
44,37.502483,126.915277,9.5
45,37.502483,126.915277,9
46,37.502483,126.915277,8.5
47,37.502483,126.915277,8
48,37.502483,126.915277,7.5
1,37.502483,126.915277,7
2,37.502483,126.915277,6.5
3,37.502483,126.915277,6
4,37.502483,126.915277,5.5
5,37.502483,126.915277,5
6,37.502483,126.915277,4.5
7,37.502483,126.915277,4
8,37.502483,126.915277,3.5
9,37.502483,126.915277,3
10,37.502483,126.915277,2.5
11,37.502483,126.915277,2
12,37.502483,126.915277,1.5
13,37.502483,126.915277,1
14,37.502483,126.915277,0.5
15,37.502483,126.915277,0
16,37.513538,126.9058835,0
17,37.525093,126.89647,10
18,37.525093,126.89647,9.5
19,37.525093,126.89647,9
20,37.525093,126.89647,8.5
21,37.525093,126.89647,8
22,37.525093,126.89647,7.5
23,37.525093,126.89647,7
24,37.525093,126.89647,6.5
25,37.525093,126.89647,6
26,37.525093,126.89647,5.5
27,37.525093,126.89647,5
28,37.525093,126.89647,4.5
29,37.525093,126.89647,4
30,37.525093,126.89647,3.5
31,37.525093,126.89647,3
32,37.525093,126.89647,2.5
33,37.525093,126.89647,2
34,37.525093,126.89647,1.5
35,37.525093,126.89647,1
36,37.525093,126.89647,0.5
37,37.525093,126.89647,0
38,37.514838,126.9058335,0
39,37.502383,126.915197,12
40,37.502383,126.915197,11.5
41,37.502383,126.915197,11
42,37.502383,126.915197,10.5
43,37.502383,126.915197,10
44,37.502383,126.915197,9.5
45,37.502383,126.915197,9
46,37.502383,126.915197,8.5
47,37.502383,126.915197,8
48,37.502383,126.915197,7.5
1,37.502383,126.915197,7
2,37.502383,126.915197,6.5
3,37.502383,126.915197,6
4,37.502383,126.915197,5.5
5,37.502383,126.915197,5
6,37.502383,126.915197,4.5
7,37.502383,126.915197,4
8,37.502383,126.915197,3.5
9,37.502383,126.915197,3
10,37.502383,126.915197,2.5
11,37.502383,126.915197,2
12,37.502383,126.915197,1.5
13,37.502383,126.915197,1
14,37.502383,126.915197,0.5
15,37.502383,126.915197,0
16,37.512938,126.9059035,0
17,37.524393,126.89642,10
18,37.524393,126.89642,9.5
19,37.524393,126.89642,9
20,37.524393,126.89642,8.5
21,37.524393,126.89642,8
22,37.524393,126.89642,7.5
23,37.524393,126.89642,7
24,37.524393,126.89642,6.5
25,37.524393,126.89642,6
26,37.524393,126.89642,5.5
27,37.524393,126.89642,5
28,37.524393,126.89642,4.5
29,37.524393,126.89642,4
30,37.524393,126.89642,3.5
31,37.524393,126.89642,3
32,37.524393,126.89642,2.5
33,37.524393,126.89642,2
34,37.524393,126.89642,1.5
35,37.524393,126.89642,1
36,37.524393,126.89642,0.5
37,37.524393,126.89642,0
38,37.514538,126.9057235,0
39,37.502183,126.915137,2
40,37.502183,126.915137,1.5
41,37.502183,126.915137,1
42,37.502183,126.915137,0.5
43,37.502183,126.915137,0
44,37.521403,126.924398,0
45,37.502183,126.915137,9
46,37.502183,126.915137,8.5
47,37.502183,126.915137,8
48,37.502183,126.915137,7.5
1,37.502183,126.915137,7
2,37.502183,126.915137,6.5
3,37.502183,126.915137,6
4,37.502183,126.915137,5.5
5,37.502183,126.915137,5
6,37.502183,126.915137,4.5
7,37.502183,126.915137,4
8,37.502183,126.915137,3.5
9,37.502183,126.915137,3
10,37.502183,126.915137,2.5
11,37.502183,126.915137,2
12,37.502183,126.915137,1.5
13,37.502183,126.915137,1
14,37.502183,126.915137,0.5
15,37.502183,126.915137,0
16,37.513338,126.9057535,0
17,37.524693,126.89639,7
18,37.524693,126.89639,6.5
19,37.524693,126.89639,6
20,37.524693,126.89639,5.5
21,37.524693,126.89639,5
22,37.524693,126.89639,4.5
23,37.524693,126.89639,4
24,37.524693,126.89639,3.5
25,37.524693,126.89639,3
26,37.524693,126.89639,2.5
27,37.524693,126.89639,2
28,37.524693,126.89639,1.5
29,37.524693,126.89639,1
30,37.524693,126.89639,0.5
31,37.524693,126.89639,0
32,37.533823,126.917638,0
33,37.524693,126.89639,2
34,37.524693,126.89639,1.5
35,37.524693,126.89639,1
36,37.524693,126.89639,0.5
37,37.524693,126.89639,0
38,37.513738,126.9058235,0
39,37.501783,126.915247,9
40,37.501783,126.915247,8.5
41,37.501783,126.915247,8
42,37.501783,126.915247,7.5
43,37.501783,126.915247,7
44,37.501783,126.915247,6.5
45,37.501783,126.915247,6
46,37.501783,126.915247,5.5
47,37.501783,126.915247,5
48,37.501783,126.915247,4.5
1,37.501783,126.915247,4
2,37.501783,126.915247,3.5
3,37.501783,126.915247,3
4,37.501783,126.915247,2.5
5,37.501783,126.915247,2
6,37.501783,126.915247,1.5
7,37.501783,126.915247,1
8,37.501783,126.915247,0.5
9,37.501783,126.915247,0
10,37.494037,126.908347,0
11,37.505259,126.905429,0
12,37.501783,126.915247,1.5
13,37.501783,126.915247,1
14,37.501783,126.915247,0.5
15,37.501783,126.915247,0
16,37.514038,126.9058635,0
17,37.524293,126.8964,10
18,37.524293,126.8964,9.5
19,37.524293,126.8964,9
20,37.524293,126.8964,8.5
21,37.524293,126.8964,8
22,37.524293,126.8964,7.5
23,37.524293,126.8964,7
24,37.524293,126.8964,6.5
25,37.524293,126.8964,6
26,37.524293,126.8964,5.5
27,37.524293,126.8964,5
28,37.524293,126.8964,4.5
29,37.524293,126.8964,4
30,37.524293,126.8964,3.5
31,37.524293,126.8964,3
32,37.524293,126.8964,2.5
33,37.524293,126.8964,2
34,37.524293,126.8964,1.5
35,37.524293,126.8964,1
36,37.524293,126.8964,0.5
37,37.524293,126.8964,0
38,37.514138,126.9058035,0
39,37.502483,126.915327,12
40,37.502483,126.915327,11.5
41,37.502483,126.915327,11
42,37.502483,126.915327,10.5
43,37.502483,126.915327,10
44,37.502483,126.915327,9.5
45,37.502483,126.915327,9
46,37.502483,126.915327,8.5
47,37.502483,126.915327,8
48,37.502483,126.915327,7.5
1,37.502483,126.915327,7
2,37.502483,126.915327,6.5
3,37.502483,126.915327,6
4,37.502483,126.915327,5.5
5,37.502483,126.915327,5
6,37.502483,126.915327,4.5
7,37.502483,126.915327,4
8,37.502483,126.915327,3.5
9,37.502483,126.915327,3
10,37.502483,126.915327,2.5
11,37.502483,126.915327,2
12,37.502483,126.915327,1.5
13,37.502483,126.915327,1
14,37.502483,126.915327,0.5
15,37.502483,126.915327,0
16,37.513738,126.9057335,0
17,37.524393,126.8964,10
18,37.524393,126.8964,9.5
19,37.524393,126.8964,9
20,37.524393,126.8964,8.5
21,37.524393,126.8964,8
22,37.524393,126.8964,7.5
23,37.524393,126.8964,7
24,37.524393,126.8964,6.5
25,37.524393,126.8964,6
26,37.524393,126.8964,5.5
27,37.524393,126.8964,5
28,37.524393,126.8964,4.5
29,37.524393,126.8964,4
30,37.524393,126.8964,3.5
31,37.524393,126.8964,3
32,37.524393,126.8964,2.5
33,37.524393,126.8964,2
34,37.524393,126.8964,1.5
35,37.524393,126.8964,1
36,37.524393,126.8964,0.5
37,37.524393,126.8964,0
38,37.513138,126.9057435,0
39,37.503783,126.915267,12
40,37.503783,126.915267,11.5
41,37.503783,126.915267,11
42,37.503783,126.915267,10.5
43,37.503783,126.915267,10
44,37.503783,126.915267,9.5
45,37.503783,126.915267,9
46,37.503783,126.915267,8.5
47,37.503783,126.915267,8
48,37.503783,126.915267,7.5
1,37.503783,126.915267,7
2,37.503783,126.915267,6.5
3,37.503783,126.915267,6
4,37.503783,126.915267,5.5
5,37.503783,126.915267,5
6,37.503783,126.915267,4.5
7,37.503783,126.915267,4
8,37.503783,126.915267,3.5
9,37.503783,126.915267,3
10,37.503783,126.915267,2.5
11,37.503783,126.915267,2
12,37.503783,126.915267,1.5
13,37.503783,126.915267,1
14,37.503783,126.915267,0.5
15,37.503783,126.915267,0
16,37.514938,126.9057435,0
17,37.525793,126.89629,10
18,37.525793,126.89629,9.5
19,37.525793,126.89629,9
20,37.525793,126.89629,8.5
21,37.525793,126.89629,8
22,37.525793,126.89629,7.5
23,37.525793,126.89629,7
24,37.525793,126.89629,6.5
25,37.525793,126.89629,6
26,37.525793,126.89629,5.5
27,37.525793,126.89629,5
28,37.525793,126.89629,4.5
29,37.525793,126.89629,4
30,37.525793,126.89629,3.5
31,37.525793,126.89629,3
32,37.525793,126.89629,2.5
33,37.525793,126.89629,2
34,37.525793,126.89629,1.5
35,37.525793,126.89629,1
36,37.525793,126.89629,0.5
37,37.525793,126.89629,0
38,37.513438,126.9058835,0
39,37.502583,126.915217,3.5
40,37.502583,126.915217,3
41,37.502583,126.915217,2.5
42,37.502583,126.915217,2
43,37.502583,126.915217,1.5
44,37.502583,126.915217,1
45,37.502583,126.915217,0.5
46,37.502583,126.915217,0
47,37.5255,126.886289,0
48,37.522594,126.905258,0
1,37.521403,126.924398,0
2,37.502583,126.915217,4
3,37.502583,126.915217,3.5
4,37.502583,126.915217,3
5,37.502583,126.915217,2.5
6,37.502583,126.915217,2
7,37.502583,126.915217,1.5
8,37.502583,126.915217,1
9,37.502583,126.915217,0.5
10,37.502583,126.915217,0
11,37.533885,126.90191,0
12,37.502583,126.915217,1
13,37.502583,126.915217,0.5
14,37.502583,126.915217,0
15,37.494037,126.908347,0
16,37.505259,126.905429,0
17,37.524793,126.89642,5
18,37.524793,126.89642,4.5
19,37.524793,126.89642,4
20,37.524793,126.89642,3.5
21,37.524793,126.89642,3
22,37.524793,126.89642,2.5
23,37.524793,126.89642,2
24,37.524793,126.89642,1.5
25,37.524793,126.89642,1
26,37.524793,126.89642,0.5
27,37.524793,126.89642,0
28,37.524092,126.895859,0
29,37.494037,126.908347,0
30,37.524793,126.89642,3.5
31,37.524793,126.89642,3
32,37.524793,126.89642,2.5
33,37.524793,126.89642,2
34,37.524793,126.89642,1.5
35,37.524793,126.89642,1
36,37.524793,126.89642,0.5
37,37.524793,126.89642,0
38,37.514838,126.9057535,0
39,37.501883,126.915337,12
40,37.501883,126.915337,11.5
