period,lat,lon,parking
22,37.518372,126.940216,10.5
23,37.518372,126.940216,10
24,37.518372,126.940216,9.5
25,37.518372,126.940216,9
26,37.518372,126.940216,8.5
27,37.518372,126.940216,8
28,37.518372,126.940216,7.5
29,37.518372,126.940216,7
30,37.518372,126.940216,6.5
31,37.518372,126.940216,6
32,37.518372,126.940216,5.5
33,37.518372,126.940216,5
34,37.518372,126.940216,4.5
35,37.518372,126.940216,4
36,37.518372,126.940216,3.5
37,37.518372,126.940216,3
38,37.518372,126.940216,2.5
39,37.518372,126.940216,2
40,37.518372,126.940216,1.5
41,37.518372,126.940216,1
42,37.518372,126.9200975,0.5
43,37.518372,126.899819,0
44,37.5040215,126.899819,0
45,37.486771,126.899819,8.5
46,37.486771,126.899819,8
47,37.486771,126.899819,7.5
48,37.486771,126.899819,7
1,37.486771,126.899819,6.5
2,37.486771,126.899819,6
3,37.486771,126.899819,5.5
4,37.486771,126.899819,5
5,37.486771,126.899819,4.5
6,37.486771,126.899819,4
7,37.486771,126.899819,3.5
8,37.486771,126.899819,3
9,37.486771,126.899819,2.5
10,37.486771,126.899819,2
11,37.486771,126.899819,1.5
12,37.486771,126.899819,1
13,37.486771,126.899819,0.5
14,37.486771,126.899819,0
15,37.5032215,126.9199675,0
16,37.518872,126.940276,13.5
17,37.518872,126.940276,13
18,37.518872,126.940276,12.5
19,37.518872,126.940276,12
20,37.518872,126.940276,11.5
21,37.518872,126.940276,11
22,37.518872,126.940276,10.5
23,37.518872,126.940276,10
24,37.518872,126.940276,9.5
25,37.518872,126.940276,9
26,37.518872,126.940276,8.5
27,37.518872,126.940276,8
28,37.518872,126.940276,7.5
29,37.518872,126.940276,7
30,37.518872,126.940276,6.5
31,37.518872,126.940276,6
32,37.518872,126.940276,5.5
33,37.518872,126.940276,5
34,37.518872,126.940276,4.5
35,37.518872,126.940276,4
36,37.518872,126.940276,3.5
37,37.518872,126.940276,3
38,37.518872,126.940276,2.5
39,37.518872,126.940276,2
40,37.518872,126.940276,1.5
41,37.518872,126.940276,1
42,37.518872,126.9200075,0.5
43,37.518872,126.899829,0
44,37.5029215,126.899829,0
45,37.487071,126.899829,8.5
46,37.487071,126.899829,8
47,37.487071,126.899829,7.5
48,37.487071,126.899829,7
1,37.487071,126.899829,6.5
2,37.487071,126.899829,6
3,37.487071,126.899829,5.5
4,37.487071,126.899829,5
5,37.487071,126.899829,4.5
6,37.487071,126.899829,4
7,37.487071,126.899829,3.5
8,37.487071,126.899829,3
9,37.487071,126.899829,2.5
10,37.487071,126.899829,2
11,37.487071,126.899829,1.5
12,37.487071,126.899829,1
13,37.487071,126.899829,0.5
14,37.487071,126.899829,0
15,37.5023215,126.9199775,0
16,37.518572,126.940076,0.5
17,37.518572,126.940076,0
18,37.513063,126.926114,0
19,37.487865,126.90058,0
20,37.500165,126.909248,0
21,37.518572,126.940076,0.5
22,37.518572,126.940076,0
23,37.517527,126.894958,0
24,37.518572,126.940076,9.5
25,37.518572,126.940076,9
26,37.518572,126.940076,8.5
27,37.518572,126.940076,8
28,37.518572,126.940076,7.5
29,37.518572,126.940076,7
30,37.518572,126.940076,6.5
31,37.518572,126.940076,6
32,37.518572,126.940076,5.5
33,37.518572,126.940076,5
34,37.518572,126.940076,4.5
35,37.518572,126.940076,4
36,37.518572,126.940076,3.5
37,37.518572,126.940076,3
38,37.518572,126.940076,2.5
39,37.518572,126.940076,2
40,37.518572,126.940076,1.5
41,37.518572,126.940076,1
42,37.518572,126.9200575,0.5
43,37.518572,126.899969,0
44,37.5040215,126.899969,0
45,37.487871,126.899969,3.5
46,37.487871,126.899969,3
47,37.487871,126.899969,2.5
48,37.487871,126.899969,2
1,37.487871,126.899969,1.5
2,37.487871,126.899969,1
3,37.487871,126.899969,0.5
4,37.487871,126.899969,0
5,37.524092,126.895859,0
6,37.533823,126.917638,0
7,37.533885,126.90191,0
8,37.533823,126.917638,0
9,37.487871,126.899969,2.5
10,37.487871,126.899969,2
11,37.487871,126.899969,1.5
12,37.487871,126.899969,1
13,37.487871,126.899969,0.5
14,37.487871,126.899969,0
15,37.5039215,126.9200175,0
16,37.518972,126.940186,13.5
17,37.518972,126.940186,13
18,37.518972,126.940186,12.5
19,37.518972,126.940186,12
20,37.518972,126.940186,11.5
21,37.518972,126.940186,11
22,37.518972,126.940186,10.5
23,37.518972,126.940186,10
24,37.518972,126.940186,9.5
25,37.518972,126.940186,9
26,37.518972,126.940186,8.5
27,37.518972,126.940186,8
28,37.518972,126.940186,7.5
29,37.518972,126.940186,7
30,37.518972,126.940186,6.5
31,37.518972,126.940186,6
32,37.518972,126.940186,5.5
33,37.518972,126.940186,5
34,37.518972,126.940186,4.5
35,37.518972,126.940186,4
36,37.518972,126.940186,3.5
37,37.518972,126.940186,3
38,37.518972,126.940186,2.5
39,37.518972,126.940186,2
40,37.518972,126.940186,1.5
41,37.518972,126.940186,1
42,37.518972,126.9200575,0.5
43,37.518972,126.899779,0
44,37.5033215,126.899779,0
45,37.487871,126.899779,8.5
46,37.487871,126.899779,8
47,37.487871,126.899779,7.5
48,37.487871,126.899779,7
1,37.487871,126.899779,6.5
2,37.487871,126.899779,6
3,37.487871,126.899779,5.5
4,37.487871,126.899779,5
5,37.487871,126.899779,4.5
6,37.487871,126.899779,4
7,37.487871,126.899779,3.5
8,37.487871,126.899779,3
9,37.487871,126.899779,2.5
10,37.487871,126.899779,2
11,37.487871,126.899779,1.5
12,37.487871,126.899779,1
13,37.487871,126.899779,0.5
14,37.487871,126.899779,0
15,37.5042215,126.9200175,0
16,37.519472,126.940126,5
17,37.519472,126.940126,4.5
18,37.519472,126.940126,4
19,37.519472,126.940126,3.5
20,37.519472,126.940126,3
21,37.519472,126.940126,2.5
22,37.519472,126.940126,2
23,37.519472,126.940126,1.5
24,37.519472,126.940126,1
25,37.519472,126.940126,0.5
26,37.519472,126.940126,0
27,37.510821,126.893751,0
28,37.519472,126.940126,7.5
29,37.519472,126.940126,7
30,37.519472,126.940126,6.5
31,37.519472,126.940126,6
32,37.519472,126.940126,5.5
33,37.519472,126.940126,5
34,37.519472,126.940126,4.5
35,37.519472,126.940126,4
36,37.519472,126.940126,3.5
37,37.519472,126.940126,3
38,37.519472,126.940126,2.5
39,37.519472,126.940126,2
40,37.519472,126.940126,1.5
41,37.519472,126.940126,1
42,37.519472,126.9200275,0.5
43,37.519472,126.899949,0
44,37.5028215,126.899949,0
45,37.487871,126.899949,8.5
46,37.487871,126.899949,8
47,37.487871,126.899949,7.5
48,37.487871,126.899949,7
1,37.487871,126.899949,6.5
2,37.487871,126.899949,6
3,37.487871,126.899949,5.5
4,37.487871,126.899949,5
5,37.487871,126.899949,4.5
6,37.487871,126.899949,4
7,37.487871,126.899949,3.5
8,37.487871,126.899949,3
9,37.487871,126.899949,2.5
10,37.487871,126.899949,2
11,37.487871,126.899949,1.5
12,37.487871,126.899949,1
13,37.487871,126.899949,0.5
14,37.487871,126.899949,0
15,37.5031215,126.9201075,0
16,37.520072,126.940276,0
17,37.521403,126.924398,0
18,37.520072,126.940276,5.5
19,37.520072,126.940276,5
20,37.520072,126.940276,4.5
21,37.520072,126.940276,4
22,37.520072,126.940276,3.5
23,37.520072,126.940276,3
24,37.520072,126.940276,2.5
25,37.520072,126.940276,2
26,37.520072,126.940276,1.5
27,37.520072,126.940276,1
28,37.520072,126.940276,0.5
29,37.520072,126.940276,0
30,37.533885,126.90191,0
31,37.520072,126.940276,3
32,37.520072,126.940276,2.5
33,37.520072,126.940276,2
34,37.520072,126.940276,1.5
35,37.520072,126.940276,1
36,37.520072,126.940276,0.5
37,37.520072,126.940276,0
38,37.505949,126.910622,0
39,37.528993,126.916888,0
40,37.500165,126.909248,0
41,37.520072,126.940276,1
42,37.520072,126.9200475,0.5
43,37.520072,126.899879,0
44,37.5040215,126.899879,0
45,37.486571,126.899879,7
46,37.486571,126.899879,6.5
47,37.486571,126.899879,6
48,37.486571,126.899879,5.5
1,37.486571,126.899879,5
2,37.486571,126.899879,4.5
3,37.486571,126.899879,4
4,37.486571,126.899879,3.5
5,37.486571,126.899879,3
6,37.486571,126.899879,2.5
7,37.486571,126.899879,2
8,37.486571,126.899879,1.5
9,37.486571,126.899879,1
10,37.486571,126.899879,0.5
11,37.486571,126.899879,0
12,37.513063,126.926114,0
13,37.49985,126.898155,0
14,37.486571,126.899879,0
15,37.5031215,126.9200575,0
16,37.518372,126.940106,0.5
17,37.518372,126.940106,0
18,37.510821,126.893751,0
19,37.518372,126.940106,3.5
20,37.518372,126.940106,3
21,37.518372,126.940106,2.5
22,37.518372,126.940106,2
23,37.518372,126.940106,1.5
24,37.518372,126.940106,1
25,37.518372,126.940106,0.5
26,37.518372,126.940106,0
27,37.500165,126.909248,0
28,37.518372,126.940106,7
29,37.518372,126.940106,6.5
30,37.518372,126.940106,6
31,37.518372,126.940106,5.5
32,37.518372,126.940106,5
33,37.518372,126.940106,4.5
34,37.518372,126.940106,4
